hour,load
2452,37000
2453,40300
2454,33600
2455,134800
2456,45600
2457,-157100
2458,18200
2459,119200
2460,118400
2461,-62000
2462,114500
2463,27000
2464,-21100
2465,-6200
2466,109100
2467,104800
2468,-52000
2469,45800
2470,32800
2471,142800
2472,148100
2473,156400
2474,62900
2475,152800
2476,175400
2477,182900
2478,175100
2479,189500
2480,78900
2481,-115400
2482,53100
2483,55400
2484,49900
2485,6900
2486,162300
2487,178900
2488,42000
2489,21300
2490,162200
2491,37800
2492,-16000
2493,201300
2494,176600
2495,95900
2496,100300
2497,105700
2498,224400
2499,89900
2500,117900
2501,123200
2502,103600
2503,122000
2504,123100
2505,-142000
2506,83700
2507,85500
2508,60100
2509,4400
2510,40700
2511,59000
2512,-14000
2513,11100
2514,135600
2515,134400
2516,-18500
2517,90900
2518,182400
2519,103500
2520,110200
2521,116500
2522,241000
2523,100900
2524,127200
2525,129700
2526,108200
2527,125700
2528,123900
2529,-86300
2530,93300
2531,85100
2532,63100
2533,-44900
2534,27800
2535,29200
2536,-45300
2537,-3400
2538,113100
2539,119300
2540,-42700
2541,67200
2542,176400
2543,99000
2544,112200
2545,123500
2546,135800
2547,126300
2548,158700
2549,321400
2550,149200
2551,167200
2552,158900
2553,-133000
2554,80900
2555,51800
2556,23200
2557,-63300
2558,8000
2559,10600
2560,-35100
2561,85000
2562,-700
2563,105900
2564,49400
2565,164900
2566,45700
2567,76200
2568,86100
2569,95800
2570,106500
2571,99700
2572,128300
2573,135900
2574,122300
2575,143200
2576,133200
2577,-85100
2578,53500
2579,33000
2580,11100
2581,-45700
2582,300
2583,600
2584,-73700
2585,-29200
2586,-9800
2587,85300
2588,-71500
2589,36600
2590,32400
2591,168700
2592,65700
2593,75400
2594,207600
2595,76500
2596,98100
2597,105300
2598,97500
2599,108500
2600,99600
2601,-110200
2602,138100
2603,114600
2604,94900
2605,-65400
2606,-6400
2607,-12000
2608,-76700
2609,-57000
2610,-26500
2611,56100
2612,-86200
2613,107000
2614,111100
2615,28700
2616,137300
2617,151100
2618,50400
2619,151300
2620,65800
2621,71900
2622,60800
2623,73600
2624,70500
2625,-175700
2626,110600
2627,84100
2628,-13500
2629,-111600
2630,-30100
2631,44700
2632,-102200
2633,-1500
2634,-35700
2635,44000
2636,-95900
2637,87400
2638,2700
2639,17900
2640,120800
2641,128000
2642,29700
2643,24400
2644,32500
2645,130200
2646,28700
2647,120100
2648,110700
2649,-215100
2650,53400
2651,43700
2652,36600
2653,-136400
2654,14000
2655,9900
2656,-122800
2657,-58600
2658,-53600
2659,-60700
2660,-112100
2661,61100
2662,66700
2663,4700
2664,92300
2665,101900
2666,107800
2667,19800
2668,26000
2669,28500
2670,25500
2671,27500
2672,21900
2673,-224300
2674,-27500
2675,-31000
2676,-36200
2677,-159100
2678,-56700
2679,4000
2680,-126300
2681,-72700
2682,-58300
2683,-2300
2684,-112500
2685,-7400
2686,70800
2687,94200
2688,100700
2689,105500
2690,104300
2691,104800
2692,108000
2693,22500
2694,26800
2695,131100
2696,23700
2697,-205700
2698,61400
2699,55700
2700,45400
2701,-146400
2702,-46100
2703,-47400
2704,-123600
2705,-70800
2706,-60700
2707,-7500
2708,-41900
2709,77600
2710,-6000
2711,11400
2712,17800
2713,125500
2714,126900
2715,128900
2716,32500
2717,135600
2718,31800
2719,135400
2720,25600
2721,-200500
2722,50800
2723,42200
2724,34000
2725,-154700
2726,100
2727,-5700
2728,-135700
2729,-79400
2730,-66100
2731,-5700
2732,-111100
2733,-3300
2734,87000
2735,10700
2736,12200
2737,108900
2738,109500
2739,18600
2740,25200
2741,30200
2742,30100
2743,133000
2744,22300
2745,-214500
2746,-32500
2747,-48400
2748,-21600
2749,-195000
2750,-84400
2751,-90900
2752,-178800
2753,-180700
2754,-30700
2755,-84500
2756,-125000
2757,52800
2758,57300
2759,-2500
2760,300
2761,5800
2762,12100
2763,13400
2764,116000
2765,24300
2766,121500
2767,110100
2768,14100
2769,-238200
2770,-29100
2771,33300
2772,23500
2773,-179200
2774,-14900
2775,-50000
2776,-115800
2777,-119600
2778,20200
2779,-55600
2780,-106600
2781,62100
2782,-17600
2783,200
2784,75900
2785,7300
2786,86800
2787,4600
2788,84600
2789,12200
2790,12300
2791,13500
2792,9800
2793,-251800
2794,-25300
2795,-23200
2796,-24100
2797,-140000
2798,-31900
2799,-23800
2800,-97700
2801,-102500
2802,-39700
2803,-56200
2804,-103700
2805,67200
2806,-6100
2807,12200
2808,108200
2809,27500
2810,130700
2811,30700
2812,36200
2813,38500
2814,36600
2815,137800
2816,30200
2817,-215900
2818,-26000
2819,-28400
2820,31400
2821,-156300
2822,7800
2823,23100
2824,-110600
2825,-49000
2826,15100
2827,-53900
2828,-46700
2829,63600
2830,71600
2831,8700
2832,95300
2833,102800
2834,105300
2835,106900
2836,116000
2837,28600
2838,28800
2839,126900
2840,117000
2841,-217500
2842,69300
2843,63800
2844,62700
2845,-120200
2846,57700
2847,57200
2848,-88700
2849,0
2850,-18700
2851,-25400
2852,-3200
2853,11400
2854,8400
2855,98500
2856,107800
2857,117100
2858,119900
2859,28200
2860,34900
2861,132900
2862,35800
2863,135100
2864,31200
2865,-194700
2866,60300
2867,51100
2868,49400
2869,-129800
2870,36600
2871,35000
2872,-103800
2873,-96100
2874,21900
2875,-47400
2876,-32600
2877,-800
2878,72900
2879,8900
2880,96800
2881,18600
2882,19500
2883,101400
2884,102800
2885,104000
2886,105000
2887,106500
2888,94800
2889,-233900
2890,-32900
2891,25400
2892,19200
2893,-167500
2894,-3000
2895,200
2896,-133100
2897,-76000
2898,-62500
2899,-4800
2900,-48700
2901,-12800
2902,-14100
2903,98500
2904,107300
2905,17200
2906,120900
2907,128300
2908,31300
2909,147700
2910,151700
2911,38400
2912,25200
2913,-220100
2914,53300
2915,46600
2916,40400
2917,-150100
2918,14100
2919,10300
2920,-127400
2921,-61900
2922,2700
2923,-62600
2924,-44200
2925,68300
2926,80500
2927,9100
2928,109700
2929,126700
2930,127500
2931,25700
2932,145400
2933,40100
2934,40600
2935,40600
2936,29300
2937,-201200
2938,47200
2939,42500
2940,-35900
2941,-154400
2942,3800
2943,2000
2944,-129300
2945,-128700
2946,-63400
2947,-9100
2948,-117200
2949,-12300
2950,-12900
2951,93800
2952,12400
2953,121900
2954,23300
2955,25800
2956,30100
2957,148400
2958,155600
2959,148500
2960,27000
2961,-202800
2962,-27400
2963,24600
2964,6300
2965,-184100
2966,-86800
2967,-56100
2968,-167600
2969,-186400
2970,-71900
2971,-78700
2972,-142100
2973,45400
2974,45600
2975,-6200
2976,78500
2977,89200
2978,8700
2979,6600
2980,107900
2981,18100
2982,19200
2983,20300
2984,96000
2985,-257200
2986,-47100
2987,-63100
2988,-58800
2989,-243500
2990,-137000
2991,-132800
2992,-208800
2993,-231300
2994,-149300
2995,-157700
2996,-193700
2997,-46800
2998,-48100
2999,-42200
3000,20300
3001,-22500
3002,-15400
3003,-26900
3004,35600
3005,-18400
3006,-30000
3007,35600
3008,28600
3009,-331500
3010,-33500
3011,-47700
3012,-77300
3013,-259300
3014,-144400
3015,-134200
3016,-203000
3017,-190500
3018,-133000
3019,-103900
3020,-177200
3021,-8600
3022,-61000
3023,39300
3024,56800
3025,80300
3026,89400
3027,86600
3028,10600
3029,11900
3030,106600
3031,109300
3032,7200
3033,-273300
3034,-46300
3035,-60200
3036,-40800
3037,-225200
3038,-61000
3039,-84000
3040,-158400
3041,-183200
3042,-52700
3043,-105400
3044,-103600
3045,18200
3046,19200
3047,60100
3048,-3300
3049,2300
3050,88400
3051,98300
3052,111900
3053,20600
3054,23400
3055,21900
3056,99800
3057,-257200
3058,29700
3059,16900
3060,-68600
3061,-221800
3062,-92400
3063,-107500
3064,-213100
3065,-237700
3066,-160000
3067,-166800
3068,-202100
3069,-98000
3070,-119500
3071,-79600
3072,-77100
3073,-82000
3074,-78700
3075,-96700
3076,-65900
3077,-35800
3078,-41500
3079,-60200
3080,-68700
3081,-381300
3082,-98700
3083,-111100
3084,-131700
3085,-301100
3086,-179400
3087,-167700
3088,-251100
3089,-254000
3090,-156400
3091,-153100
3092,-178800
3093,-83100
3094,-44100
3095,9400
3096,-33000
3097,-18600
3098,-10200
3099,59900
3100,0
3101,1600
3102,76100
3103,83400
3104,700
3105,-271200
3106,-36100
3107,-41900
3108,-61400
3109,-187200
3110,6500
3111,-47900
3112,-111800
3113,-54600
3114,28800
3115,-64900
3116,-114500
3117,70200
3118,55000
3119,1700
3120,88400
3121,11200
3122,13400
3123,104500
3124,16600
3125,100500
3126,16700
3127,94600
3128,2500
3129,-279300
3130,-42700
3131,6800
3132,-56200
3133,-182100
3134,-16000
3135,-64400
3136,-137500
3137,-154200
3138,-72300
3139,-31000
3140,-130200
3141,46900
3142,-24200
3143,84200
3144,8600
3145,15700
3146,118500
3147,20800
3148,114500
3149,24800
3150,27900
3151,27000
3152,105000
3153,-242900
3154,23500
3155,-46000
3156,-58700
3157,-191100
3158,-24400
3159,-22800
3160,-147800
3161,-171200
3162,-88300
3163,-90900
3164,-125800
3165,51200
3166,43700
3167,64200
3168,-2100
3169,1800
3170,76800
3171,200
3172,6500
3173,81400
3174,73900
3175,700
3176,36700
3177,-310700
3178,-63500
3179,-44900
3180,-86200
3181,-261100
3182,-131200
3183,-116300
3184,-214300
3185,-222500
3186,-117500
3187,-73500
3188,-153700
3189,4500
3190,-11100
3191,28800
3192,-20000
3193,-19000
3194,40300
3195,38100
3196,52800
3197,42000
3198,-26600
3199,37500
3200,30800
3201,-327300
3202,-24500
3203,-78900
3204,-66000
3205,-251400
3206,-136500
3207,-126800
3208,-201800
3209,-191400
3210,-135800
3211,-143700
3212,-178700
3213,-10100
3214,-11000
3215,37900
3216,-14600
3217,-4300
3218,3500
3219,3000
3220,13700
3221,112000
3222,17000
3223,15600
3224,6500
3225,-277600
3226,-43500
3227,-53600
3228,-79600
3229,-219500
3230,-40500
3231,-28300
3232,-156300
3233,-111800
3234,-80100
3235,-34600
3236,-134100
3237,36700
3238,-39500
3239,57000
3240,-8200
3241,61200
3242,-2000
3243,55900
3244,69500
3245,4700
3246,75700
3247,73600
3248,-10500
3249,-313300
3250,-72000
3251,-52300
3252,-110200
3253,-241000
3254,-98100
3255,-92600
3256,-184700
3257,-197600
3258,-65300
3259,-57900
3260,-91000
3261,-34200
3262,-1200
3263,-24400
3264,-19300
3265,42700
3266,-10500
3267,-26000
3268,53800
3269,54700
3270,42200
3271,53200
3272,-10000
3273,-296000
3274,-39300
3275,-36500
3276,-44200
3277,-172500
3278,-53400
3279,-39400
3280,-114600
3281,-133500
3282,-3000
3283,-73700
3284,-55300
3285,-10000
3286,-26900
3287,61800
3288,63000
3289,68400
3290,72500
3291,2300
3292,85000
3293,14300
3294,16100
3295,16900
3296,98100
3297,-247800
3298,-21400
3299,-22900
3300,-33400
3301,-170400
3302,-60700
3303,-55800
3304,-131500
3305,-153400
3306,-76600
3307,-90100
3308,-66900
3309,52000
3310,46500
3311,-500
3312,92000
3313,100400
3314,9000
3315,77500
3316,83600
3317,10100
3318,10600
3319,13800
3320,93100
3321,-246400
3322,62700
3323,66900
3324,-7100
3325,-116500
3326,75300
3327,-7000
3328,-69800
3329,-66400
3330,-9500
3331,59600
3332,-600
3333,12200
3334,10900
3335,94400
3336,16000
3337,97700
3338,19200
3339,17500
3340,20600
3341,21600
3342,20200
3343,20900
3344,16400
3345,-233100
3346,39300
3347,40900
3348,-18700
3349,-132600
3350,-26800
3351,28500
3352,-101900
3353,-95100
3354,18500
3355,-49000
3356,-35200
3357,69700
3358,-900
3359,6800
3360,79500
3361,11600
3362,82400
3363,10500
3364,13400
3365,14500
3366,84600
3367,88000
3368,11900
3369,-242700
3370,38400
3371,39400
3372,-19900
3373,-137700
3374,-35300
3375,32100
3376,-94000
3377,-3800
3378,-15400
3379,-22600
3380,2400
3381,16100
3382,100000
3383,107000
3384,23200
3385,27700
3386,116300
3387,118700
3388,35500
3389,38100
3390,35700
3391,132600
3392,35800
3393,-191900
3394,96100
3395,97400
3396,7600
3397,-63100
3398,6500
3399,4000
3400,-66000
3401,30600
3402,-10600
3403,-8400
3404,-2200
3405,19900
3406,106500
3407,121900
3408,132800
3409,148700
3410,50700
3411,153300
3412,161900
3413,158200
3414,150400
3415,47000
3416,35000
3417,-196600
3418,-25000
3419,-30100
3420,35100
3421,-133100
3422,8800
3423,1600
3424,-123100
3425,-72200
3426,-6900
3427,-64200
3428,-61400
3429,47600
3430,55300
3431,78700
3432,5500
3433,99600
3434,105800
3435,109000
3436,23400
3437,27900
3438,26300
3439,23700
3440,96600
3441,-238300
3442,-38900
3443,2300
3444,-20200
3445,-207700
3446,-69100
3447,-68600
3448,-171300
3449,-154300
3450,-66100
3451,-115300
3452,-114900
3453,5100
3454,2800
3455,43700
3456,56900
3457,72500
3458,3800
3459,84600
3460,8600
3461,9300
3462,6800
3463,6800
3464,67800
3465,-286300
3466,13900
3467,-44300
3468,-51600
3469,-182300
3470,-67900
3471,2000
3472,-123100
3473,-137000
3474,-60600
3475,-17300
3476,-120600
3477,-17800
3478,24400
3479,-8500
3480,58900
3481,66500
3482,70500
3483,65200
3484,5600
3485,6300
3486,77400
3487,82200
3488,7500
3489,-261500
3490,-26700
3491,-26200
3492,-26900
3493,-146800
3494,-31900
3495,41800
3496,-99400
3497,-50100
3498,-39400
3499,7800
3500,-45100
3501,-4300
3502,46700
3503,1800
3504,4400
3505,8900
3506,79700
3507,9400
3508,11200
3509,11200
3510,79600
3511,77600
3512,72500
3513,-256800
3514,34200
3515,28800
3516,29000
3517,-153200
3518,-2000
3519,-2800
3520,-128800
3521,-143400
3522,-32300
3523,-29000
3524,-121000
3525,36900
3526,-30800
3527,-8400
3528,-8500
3529,47000
3530,46800
3531,-12600
3532,57100
3533,400
3534,-3000
3535,2100
3536,-1300
3537,-287600
3538,9900
3539,-45400
3540,-68500
3541,-205600
3542,-52000
3543,-37700
3544,-145600
3545,-104600
3546,-18600
3547,-83000
3548,-132500
3549,-27200
3550,9500
3551,-12100
3552,49000
3553,-4400
3554,58500
3555,50400
3556,500
3557,700
3558,-4300
3559,2100
3560,-1700
3561,-292700
3562,-51700
3563,-30200
3564,-97100
3565,-240000
3566,-117200
3567,-136300
3568,-235300
3569,-267800
3570,-175900
3571,-173500
3572,-171900
3573,1500
3574,-13400
3575,-31900
3576,-29400
3577,-23200
3578,-15300
3579,29200
3580,-8700
3581,-8100
3582,-25500
3583,-18200
3584,27700
3585,-358500
3586,-119700
3587,-115300
3588,-124200
3589,-274700
3590,-88200
3591,-73900
3592,-196100
3593,-218300
3594,-165300
3595,-172800
3596,-198400
3597,-79400
3598,-36300
3599,-40700
3600,24000
3601,39900
3602,43100
3603,-29600
3604,50500
3605,50600
3606,35600
3607,40000
3608,-32400
3609,-349700
3610,-42500
3611,-73100
3612,-139000
3613,-282500
3614,-158300
3615,-120900
3616,-219600
3617,-227900
3618,-165900
3619,-174800
3620,-200000
3621,-35900
3622,-37800
3623,-42000
3624,-29300
3625,43300
3626,-12900
3627,39000
3628,-4900
3629,-2600
3630,-14700
3631,-10600
3632,-16200
3633,-311300
3634,-57600
3635,1100
3636,-58300
3637,-182300
3638,-3500
3639,-4800
3640,-134000
3641,-177600
3642,-79300
3643,-129000
3644,-164800
3645,-42200
3646,12700
3647,-12100
3648,-4700
3649,75500
3650,4000
3651,100
3652,86100
3653,9200
3654,7500
3655,8400
3656,64200
3657,-295000
3658,3000
3659,10300
3660,-1100
3661,-197200
3662,-37100
3663,-65900
3664,-139400
3665,-151200
3666,-78800
3667,-53100
3668,-92800
3669,-29300
3670,-44500
3671,46500
3672,-7200
3673,-3900
3674,62500
3675,-9600
3676,73200
3677,6200
3678,400
3679,-2100
3680,-9200
3681,-309300
3682,-67100
3683,-42300
3684,-99200
3685,-224800
3686,-48400
3687,-11900
3688,-149400
3689,-149800
3690,-71800
3691,-93300
3692,-166400
3693,600
3694,3000
3695,44000
3696,63500
3697,76900
3698,3600
3699,-1000
3700,87000
3701,10000
3702,11700
3703,10800
3704,73800
3705,-292900
3706,-60800
3707,-78000
3708,-105900
3709,-245700
3710,-126600
3711,-118500
3712,-195700
3713,-208000
3714,-87300
3715,-86800
3716,-115400
3717,-43200
3718,3500
3719,51000
3720,65800
3721,-2600
3722,76100
3723,-2800
3724,5100
3725,76000
3726,70600
3727,71600
3728,-4300
3729,-296000
3730,2000
3731,-56400
3732,-22900
3733,-204600
3734,-84300
3735,-28300
3736,-148000
3737,-165800
3738,-46600
3739,-101900
3740,-94100
3741,18900
3742,-50900
3743,-19800
3744,44200
3745,-7600
3746,56200
3747,-17100
3748,67100
3749,70400
3750,63000
3751,65800
3752,-9200
3753,-306100
3754,-10000
3755,-65700
3756,-84000
3757,-219400
3758,-68600
3759,-92400
3760,-170300
3761,-166800
3762,-87700
3763,-100300
3764,-170900
3765,-55000
3766,-6900
3767,46400
3768,64400
3769,76000
3770,78400
3771,77700
3772,9200
3773,11100
3774,9900
3775,8600
3776,66100
3777,-297100
3778,-2900
3779,-65100
3780,-89800
3781,-231500
3782,-119300
3783,-118800
3784,-199000
3785,-219500
3786,-113200
3787,-148500
3788,-134900
3789,13900
3790,16200
3791,-14700
3792,66300
3793,76500
3794,2800
3795,86300
3796,98800
3797,100100
3798,12300
3799,10900
3800,68700
3801,-302000
3802,-15600
3803,-34200
3804,-102000
3805,-240100
3806,-126500
3807,-82500
3808,-197600
3809,-192400
3810,-137100
3811,-98700
3812,-173100
3813,7700
3814,7300
3815,-21700
3816,56100
3817,71000
3818,800
3819,-9600
3820,87800
3821,92300
3822,2300
3823,7200
3824,64500
3825,-310300
3826,-16900
3827,-79500
3828,-107700
3829,-262300
3830,-141400
3831,-132900
3832,-221000
3833,-239800
3834,-160500
3835,-152700
3836,-194300
3837,-16700
3838,-27900
3839,-42100
3840,19700
3841,26800
3842,-27300
3843,-45100
3844,36900
3845,48700
3846,32100
3847,40900
3848,32000
3849,-326900
3850,-69100
3851,-64800
3852,-70700
3853,-200100
3854,-16600
3855,9800
3856,-124600
3857,-138100
3858,-4400
3859,-72400
3860,-119000
3861,-16700
3862,23200
3863,47200
3864,-9200
3865,-6500
3866,-5200
3867,40200
3868,53200
3869,52100
3870,42800
3871,50300
3872,39000
3873,-320300
3874,-34500
3875,-91200
3876,-112900
3877,-247700
3878,-106100
3879,-102300
3880,-201100
3881,-197100
3882,-118000
3883,-152500
3884,-165300
3885,-30200
3886,-27800
3887,17200
3888,-23800
3889,46900
3890,58400
3891,-17700
3892,-2800
3893,67600
3894,-13000
3895,-12900
3896,30100
3897,-336600
3898,-58500
3899,-112800
3900,-118900
3901,-283300
3902,-165500
3903,-155700
3904,-233300
3905,-242400
3906,-167700
3907,-178400
3908,-215300
3909,-68000
3910,-98800
3911,-3900
3912,-40700
3913,27700
3914,35100
3915,-37300
3916,-11900
3917,55100
3918,37900
3919,34600
3920,-39300
3921,-355400
3922,-80400
3923,-124700
3924,-117200
3925,-282900
3926,-157400
3927,-117600
3928,-218800
3929,-216600
3930,-154900
3931,-158700
3932,-188000
3933,-16400
3934,-76500
3935,-41200
3936,-30900
3937,-21400
3938,-15600
3939,37300
3940,-5300
3941,68200
3942,-16100
3943,-15100
3944,32800
3945,-332000
3946,-43700
3947,-99900
3948,-90700
3949,-265900
3950,-126100
3951,-148400
3952,-226700
3953,-238500
3954,-144800
3955,-168700
3956,-157900
3957,-62500
3958,-75100
3959,-40700
3960,18100
3961,26900
3962,33700
3963,20800
3964,-12300
3965,49100
3966,34400
3967,43100
3968,41900
3969,-310700
3970,-60900
3971,-37500
3972,-68900
3973,-259800
3974,-95100
3975,-58000
3976,-165000
3977,-154700
3978,-73700
3979,-76400
3980,-150500
3981,19400
3982,-50100
3983,43300
3984,-10800
3985,-6100
3986,59500
3987,-16500
3988,-1900
3989,68200
3990,61100
3991,68300
3992,63200
3993,-293600
3994,-40600
3995,-42500
3996,-55200
3997,-190000
3998,-69000
3999,-7500
4000,-136000
4001,-105600
4002,-79100
4003,-51200
4004,-100800
4005,13900
4006,8800
4007,55100
4008,71300
4009,2200
4010,5200
4011,5700
4012,12000
4013,100600
4014,14200
4015,9000
4016,67600
4017,-292400
4018,-5100
4019,-71800
4020,-59000
4021,-230500
4022,-109300
4023,-90200
4024,-156500
4025,-129700
4026,-92900
4027,-68300
4028,-149000
4029,10300
4030,-1300
4031,-22800
4032,39000
4033,48900
4034,-7100
4035,40600
4036,-3600
4037,-1600
4038,-10500
4039,-1500
4040,61800
4041,-292200
4042,-40400
4043,-42000
4044,9600
4045,-185300
4046,-12300
4047,-52700
4048,-124700
4049,-62100
4050,15600
4051,-700
4052,-51100
4053,-10300
4054,-30200
4055,-5400
4056,60000
4057,60700
4058,57000
4059,-11300
4060,-100
4061,0
4062,-8000
4063,-4400
4064,36900
4065,-320700
4066,-73100
4067,-84500
4068,-112000
4069,-251800
4070,-111000
4071,-104100
4072,-202300
4073,-213900
4074,-145600
4075,-140100
4076,-177600
4077,-81000
4078,-45700
4079,-41700
4080,23500
4081,-19600
4082,36400
4083,-32300
4084,-6000
4085,-3200
4086,-17100
4087,46300
4088,24400
4089,-343500
4090,-73200
4091,-122600
4092,-150100
4093,-288400
4094,-163200
4095,-161500
4096,-238200
4097,-256600
4098,-165200
4099,-183100
4100,-201400
4101,-99700
4102,-111600
4103,-65200
4104,-46000
4105,24400
4106,36500
4107,-36600
4108,57900
4109,68300
4110,-17300
4111,-13900
4112,31200
4113,-340300
4114,-59300
4115,-109000
4116,-94800
4117,-271200
4118,-125700
4119,-141000
4120,-213700
4121,-182400
4122,-129800
4123,-135400
4124,-118700
4125,-51200
4126,-14900
4127,16400
4128,-30100
4129,39700
4130,49100
4131,33300
4132,49700
4133,49800
4134,31100
4135,44600
4136,-15800
4137,-306400
4138,-54900
4139,-64900
4140,-88600
4141,-234500
4142,-122400
4143,-113100
4144,-192100
4145,-218300
4146,-142900
4147,-143500
4148,-127100
4149,-57900
4150,-22400
4151,18800
4152,-22500
4153,49900
4154,59600
4155,-18600
4156,-2100
4157,70100
4158,63100
4159,-9500
4160,35400
4161,-318300
4162,900
4163,-51100
4164,-18200
4165,-204600
4166,-88800
4167,-49000
4168,-158700
4169,-169100
4170,-62200
4171,-117000
4172,-116200
4173,-46000
4174,-66800
4175,6900
4176,-31200
4177,15800
4178,-26000
4179,1500
4180,34900
4181,-8700
4182,34500
4183,36700
4184,16300
4185,-343100
4186,-98800
4187,-90000
4188,-141500
4189,-282900
4190,-165800
4191,-154000
4192,-227500
4193,-238400
4194,-154600
4195,-176300
4196,-215500
4197,-96800
4198,-102500
4199,-25200
4200,-55700
4201,-42100
4202,-37400
4203,-55000
4204,-24600
4205,39200
4206,-37800
4207,10900
4208,-15600
4209,-379200
4210,-115500
4211,-128600
4212,-162500
4213,-301100
4214,-179300
4215,-172100
4216,-255600
4217,-268700
4218,-183900
4219,-194700
4220,-226400
4221,-99600
4222,-88300
4223,-31900
4224,-62200
4225,-47700
4226,14600
4227,8200
4228,-19400
4229,-15000
4230,-37400
4231,-31100
4232,-1900
4233,-377100
4234,-85600
4235,-113900
4236,-165400
4237,-324400
4238,-197700
4239,-188900
4240,-263400
4241,-281000
4242,-201700
4243,-210500
4244,-244300
4245,-120600
4246,-117800
4247,-63100
4248,-2800
4249,9500
4250,-34600
4251,-50400
4252,34400
4253,36800
4254,-40700
4255,-36700
4256,-9000
4257,-370200
4258,-104700
4259,-129800
4260,-168500
4261,-357800
4262,-224800
4263,-215800
4264,-294000
4265,-309300
4266,-224600
4267,-238800
4268,-279500
4269,-136700
4270,-122100
4271,-35000
4272,-63000
4273,-48400
4274,-41200
4275,-2700
4276,37900
4277,-15300
4278,-36900
4279,-33100
4280,5600
4281,-362900
4282,-53900
4283,-93200
4284,-119100
4285,-270500
4286,-151700
4287,-113200
4288,-211300
4289,-183400
4290,-87400
4291,-99400
4292,-140400
4293,-33900
4294,-63800
4295,-66500
4296,-61600
4297,-53200
4298,-44300
4299,-55800
4300,27900
4301,31300
4302,-43800
4303,6000
4304,-12100
4305,-382900
4306,-121300
4307,-91400
4308,-135000
4309,-271200
4310,-151500
4311,-125900
4312,-218000
4313,-221700
4314,-152200
4315,-158600
4316,-191900
4317,-71700
4318,-34200
4319,-42800
4320,22200
4321,-20500
4322,42300
4323,-31900
4324,57700
4325,66900
4326,61900
4327,63600
4328,-17200
4329,-314600
4330,-13200
4331,-75300
4332,-97900
4333,-237800
4334,-85000
4335,-110600
4336,-189700
4337,-208300
4338,-92500
4339,-133500
4340,-170500
4341,-4800
4342,-11800
4343,-29200
4344,39100
4345,-13700
4346,-10300
4347,-27600
4348,53300
4349,54700
4350,39600
4351,34500
4352,200
4353,-388000
4354,-123300
4355,-151300
4356,-190400
4357,-333700
4358,-214100
4359,-206800
4360,-287700
4361,-320500
4362,-237400
4363,-241900
4364,-263700
4365,-139000
4366,-132100
4367,-108400
4368,-76900
4369,-90100
4370,-55500
4371,-65400
4372,-21000
4373,-14200
4374,-35200
4375,-62600
4376,-67800
4377,-380900
4378,-80000
4379,-106400
4380,-166600
4381,-314800
4382,-174900
4383,-187600
4384,-292500
4385,-323200
4386,-198300
4387,-176700
4388,-200100
4389,-113200
4390,-129200
4391,-87200
4392,-43500
4393,-72400
4394,-66400
4395,-45000
4396,-11700
4397,-47300
4398,-74000
4399,-65000
4400,-83600
4401,-428900
4402,-164100
4403,-175300
4404,-197000
4405,-342300
4406,-197600
4407,-181000
4408,-262800
4409,-279100
4410,-195000
4411,-179000
4412,-222000
4413,-80700
4414,-84000
4415,-72700
4416,-58400
4417,-48100
4418,2300
4419,-59500
4420,16300
4421,31100
4422,6900
4423,2800
4424,-19800
4425,-383800
4426,-105600
4427,-140100
4428,-135200
4429,-284700
4430,-155000
4431,-140800
4432,-201400
4433,-218900
4434,-124900
4435,-135100
4436,-204700
4437,-48100
4438,-90500
4439,-3400
4440,-35400
4441,-26700
4442,33200
4443,-35500
4444,52000
4445,-6500
4446,43000
4447,37700
4448,18800
4449,-347700
4450,-62700
4451,-75400
4452,-126000
4453,-261700
4454,-133900
4455,-62800
4456,-168400
4457,-189800
4458,-107900
4459,-83300
4460,-122600
4461,-800
4462,-60800
4463,27900
4464,39100
4465,47300
4466,-8500
4467,36800
4468,-5500
4469,65000
4470,-11900
4471,-7100
4472,-13100
4473,-305100
4474,-53100
4475,-5400
4476,-77700
4477,-219700
4478,-51500
4479,-28700
4480,-150800
4481,-170000
4482,-43100
4483,-57100
4484,-102600
4485,-40300
4486,-51400
4487,41500
4488,46200
4489,-6400
4490,61800
4491,-15000
4492,-1300
4493,65700
4494,-10400
4495,-8800
4496,36800
4497,-322600
4498,-39300
4499,-97600
4500,-101900
4501,-270200
4502,-152000
4503,-143500
4504,-222800
4505,-243500
4506,-155100
4507,-176500
4508,-213400
4509,-68700
4510,-101400
4511,-59400
4512,-2200
4513,22800
4514,33700
4515,15400
4516,34900
4517,34900
4518,-39200
4519,-31700
4520,-37300
4521,-335700
4522,-30100
4523,-40800
4524,-106400
4525,-249300
4526,-108000
4527,-132400
4528,-212100
4529,-233300
4530,-154400
4531,-143100
4532,-207000
4533,-53600
4534,-61200
4535,-60300
4536,-9800
4537,400
4538,4500
4539,-58100
4540,-30300
4541,-27600
4542,-2800
4543,-36500
4544,-41400
4545,-356900
4546,-108900
4547,-112600
4548,-172200
4549,-316600
4550,-195900
4551,-193600
4552,-270100
4553,-275100
4554,-167600
4555,-189400
4556,-210500
4557,-83200
4558,-93500
4559,-5800
4560,-44600
4561,-36600
4562,18800
4563,-48900
4564,31500
4565,-15700
4566,-36000
4567,-30800
4568,-39300
4569,-391200
4570,-131100
4571,-149300
4572,-192400
4573,-340200
4574,-199300
4575,-185900
4576,-261600
