hour,load
4577,-266200
4578,-201100
4579,-214300
4580,-257000
4581,-127200
4582,-94800
4583,-36900
4584,-17200
4585,100
4586,11800
4587,-55600
4588,-29400
4589,-27200
4590,-5400
4591,-9100
4592,-69100
4593,-406200
4594,-153700
4595,-175900
4596,-199600
4597,-337900
4598,-215500
4599,-206500
4600,-283800
4601,-300100
4602,-202800
4603,-174700
4604,-195100
4605,-73000
4606,-81100
4607,-77900
4608,-33100
4609,-15400
4610,-4600
4611,-65700
4612,15400
4613,-27100
4614,-3800
4615,-700
4616,-19300
4617,-399600
4618,-117400
4619,-162600
4620,-185800
4621,-330200
4622,-205300
4623,-170200
4624,-251900
4625,-287200
4626,-208300
4627,-199900
4628,-205200
4629,-74300
4630,-82400
4631,-36100
4632,-64700
4633,-53100
4634,-4200
4635,-65900
4636,8200
4637,7400
4638,-60400
4639,-2800
4640,-2400
4641,-356600
4642,-38400
4643,-82800
4644,-54600
4645,-240400
4646,-126800
4647,-104900
4648,-211200
4649,-248500
4650,-143100
4651,-161800
4652,-182800
4653,-77900
4654,-81900
4655,-43200
4656,-36700
4657,24400
4658,-24800
4659,-46400
4660,-22900
4661,-19100
4662,9500
4663,-25500
4664,30300
4665,-320400
4666,-57900
4667,-6700
4668,-67100
4669,-193500
4670,-20600
4671,-59400
4672,-145100
4673,-133100
4674,-51200
4675,-108900
4676,-146600
4677,-32900
4678,4500
4679,-16900
4680,45600
4681,47500
4682,-8000
4683,-20900
4684,55100
4685,-3800
4686,38300
4687,31300
4688,-6000
4689,-380000
4690,-116900
4691,-107900
4692,-130500
4693,-288300
4694,-155900
4695,-134200
4696,-220900
4697,-248000
4698,-156500
4699,-132600
4700,-188800
4701,-36600
4702,-88300
4703,-14700
4704,-45800
4705,-38500
4706,6900
4707,-53100
4708,19100
4709,-22200
4710,3800
4711,7800
4712,-5700
4713,-364100
4714,-65800
4715,-84700
4716,-114000
4717,-286900
4718,-148000
4719,-143600
4720,-235800
4721,-258600
4722,-154400
4723,-109400
4724,-174600
4725,-60000
4726,-77300
4727,6100
4728,-38400
4729,-32000
4730,17400
4731,-2800
4732,-22600
4733,-19800
4734,-40300
4735,-27600
4736,-30900
4737,-337900
4738,-74700
4739,-35600
4740,-46500
4741,-215000
4742,-84900
4743,-70300
4744,-149500
4745,-147800
4746,-107900
4747,-104100
4748,-143300
4749,-18500
4750,-24800
4751,8200
4752,-28900
4753,-17800
4754,39400
4755,20400
4756,-10100
4757,-8600
4758,32900
4759,32600
4760,-31600
4761,-343800
4762,-101400
4763,-96000
4764,-122800
4765,-281700
4766,-153300
4767,-151100
4768,-232300
4769,-250400
4770,-176700
4771,-187800
4772,-207100
4773,-81400
4774,-91900
4775,-59300
4776,-47200
4777,-68200
4778,-65200
4779,-78500
4780,-42200
4781,-30400
4782,2100
4783,-11300
4784,-43600
4785,-410000
4786,-126900
4787,-164400
4788,-170400
4789,-310200
4790,-183700
4791,-169000
4792,-251600
4793,-275300
4794,-192300
4795,-201800
4796,-229100
4797,-116500
4798,-121400
4799,-78100
4800,-27900
4801,-10900
4802,-2800
4803,-61000
4804,15700
4805,-28200
4806,3600
4807,2700
4808,-13400
4809,-382700
4810,-115700
4811,-134800
4812,-168600
4813,-307600
4814,-187200
4815,-173800
4816,-249600
4817,-277000
4818,-196500
4819,-202200
4820,-233600
4821,-122900
4822,-129900
4823,-40900
4824,-63200
4825,-50200
4826,8600
4827,-52400
4828,35500
4829,-17300
4830,-36600
4831,-30900
4832,-44900
4833,-379300
4834,-134900
4835,-142500
4836,-167500
4837,-301500
4838,-166100
4839,-154100
4840,-247000
4841,-267900
4842,-190000
4843,-193600
4844,-206100
4845,-103300
4846,-82200
4847,-36700
4848,-63900
4849,-53500
4850,-8800
4851,-31200
4852,-45400
4853,1000
4854,-20600
4855,-56100
4856,-67700
4857,-400700
4858,-143400
4859,-157800
4860,-153200
4861,-349100
4862,-259000
4863,-257600
4864,-344600
4865,-417700
4866,-330000
4867,-332200
4868,-297300
4869,-148600
4870,-187100
4871,-139300
4872,-114700
4873,-122700
4874,-93800
4875,-129800
4876,-52700
4877,-62200
4878,-37200
4879,-66800
4880,-41400
4881,-402900
4882,-126100
4883,-159100
4884,-170200
4885,-320900
4886,-203500
4887,-198900
4888,-278500
4889,-289300
4890,-206700
4891,-212200
4892,-244900
4893,-94500
4894,-90300
4895,-77500
4896,-27600
4897,-15900
4898,-47900
4899,-13700
4900,14800
4901,27700
4902,6900
4903,-40800
4904,-6800
4905,-375000
4906,-94100
4907,-107800
4908,-158500
4909,-301000
4910,-169300
4911,-172700
4912,-253300
4913,-262800
4914,-176700
4915,-183800
4916,-230000
4917,-108700
4918,-84300
4919,-33100
4920,-15100
4921,-4300
4922,2900
4923,-56700
4924,28200
4925,31900
4926,-39200
4927,-33500
4928,-48800
4929,-375600
4930,-102300
4931,-147400
4932,-164000
4933,-320200
4934,-193700
4935,-171700
4936,-259200
4937,-286000
4938,-158800
4939,-143300
4940,-172300
4941,-53200
4942,-109900
4943,-72900
4944,-30000
4945,-18900
4946,-13500
4947,-33400
4948,-42000
4949,10100
4950,-2400
4951,8600
4952,-400
4953,-362200
4954,-111200
4955,-97500
4956,-141500
4957,-270300
4958,-144800
4959,-134800
4960,-212100
4961,-216100
4962,-135400
4963,-166800
4964,-202600
4965,-80700
4966,-52100
4967,-5500
4968,-40500
4969,25900
4970,37300
4971,-35000
4972,54500
4973,-6200
4974,46300
4975,53100
4976,-17500
4977,-319700
4978,-75700
4979,-93800
4980,-122900
4981,-270200
4982,-153600
4983,-116600
4984,-216900
4985,-217100
4986,-150400
4987,-161200
4988,-200600
4989,-81400
4990,-50800
4991,-43900
4992,20800
4993,-22500
4994,43900
4995,35700
4996,-5600
4997,65000
4998,-11300
4999,-6300
5000,-17300
5001,-330000
5002,-86000
5003,-84500
5004,-126900
5005,-291400
5006,-170600
5007,-162100
5008,-241800
5009,-253000
5010,-165400
5011,-182500
5012,-200700
5013,-97000
5014,-107000
5015,-24800
5016,-4700
5017,17200
5018,-30000
5019,10200
5020,-16500
5021,-15200
5022,-34100
5023,-29000
5024,-5500
5025,-398600
5026,-156500
5027,-184100
5028,-210400
5029,-364600
5030,-227500
5031,-214800
5032,-299400
5033,-315000
5034,-228300
5035,-224100
5036,-243900
5037,-116000
5038,-128500
5039,-61100
5040,-43400
5041,-62400
5042,-7300
5043,-66100
5044,13700
5045,15000
5046,-9000
5047,-5500
5048,-64900
5049,-397000
5050,-101100
5051,-148300
5052,-182100
5053,-315700
5054,-165100
5055,-166700
5056,-262300
5057,-278600
5058,-191900
5059,-210500
5060,-241400
5061,-111700
5062,-146500
5063,-110100
5064,-102300
5065,-66500
5066,-61600
5067,-82400
5068,-46100
5069,-72400
5070,-65300
5071,-53300
5072,-63600
5073,-431700
5074,-155000
5075,-173400
5076,-185300
5077,-352200
5078,-219000
5079,-217200
5080,-297700
5081,-329400
5082,-235800
5083,-240600
5084,-248100
5085,-134600
5086,-128100
5087,-77200
5088,-56000
5089,-69000
5090,-16300
5091,-70200
5092,8400
5093,14200
5094,-4700
5095,-2800
5096,-68800
5097,-413100
5098,-131100
5099,-162700
5100,-185200
5101,-336600
5102,-211300
5103,-204900
5104,-280100
5105,-298300
5106,-218300
5107,-252300
5108,-267200
5109,-127000
5110,-127500
5111,-101800
5112,-56600
5113,-72000
5114,-66000
5115,-87900
5116,-12100
5117,-46300
5118,-67500
5119,-56200
5120,-61400
5121,-400600
5122,-142900
5123,-159100
5124,-187300
5125,-340600
5126,-205100
5127,-199400
5128,-280200
5129,-302200
5130,-217200
5131,-212200
5132,-234700
5133,-120100
5134,-95300
5135,-88600
5136,-80000
5137,-37900
5138,-64200
5139,-39000
5140,-50100
5141,-900
5142,-20300
5143,-7500
5144,-9900
5145,-383500
5146,-79400
5147,-111900
5148,-103000
5149,-272900
5150,-152300
5151,-129600
5152,-225700
5153,-256400
5154,-167000
5155,-164400
5156,-216000
5157,-69600
5158,-67800
5159,-56600
5160,-300
5161,8500
5162,16700
5163,-48400
5164,-24500
5165,-20400
5166,-39500
5167,-31100
5168,4800
5169,-371400
5170,-123000
5171,-131600
5172,-178000
5173,-322400
5174,-181600
5175,-176400
5176,-269700
5177,-313000
5178,-210200
5179,-208300
5180,-223500
5181,-114100
5182,-122800
5183,-77200
5184,-29800
5185,-20600
5186,-63700
5187,-89000
5188,-55800
5189,-13100
5190,-74600
5191,-60600
5192,-69500
5193,-409200
5194,-156400
5195,-178300
5196,-201300
5197,-351900
5198,-215000
5199,-219800
5200,-305300
5201,-332400
5202,-244100
5203,-254300
5204,-285800
5205,-149200
5206,-162200
5207,-83900
5208,-65700
5209,-81200
5210,-73800
5211,-60200
5212,-17300
5213,-44500
5214,-60600
5215,-5100
5216,-74600
5217,-421400
5218,-149800
5219,-187500
5220,-224700
5221,-374400
5222,-259300
5223,-266200
5224,-381800
5225,-404000
5226,-244200
5227,-237800
5228,-261400
5229,-134100
5230,-125500
5231,-82700
5232,-61800
5233,-43300
5234,-37600
5235,-50000
5236,-14800
5237,1900
5238,-1800
5239,2300
5240,-19600
5241,-405700
5242,-126500
5243,-163700
5244,-167800
5245,-315200
5246,-188900
5247,-189300
5248,-273200
5249,-292800
5250,-208900
5251,-215600
5252,-247100
5253,-116800
5254,-140500
5255,-97400
5256,-41200
5257,-57700
5258,-47400
5259,-12500
5260,16300
5261,-26400
5262,-43600
5263,16000
5264,-1500
5265,-366400
5266,-104100
5267,-112200
5268,-104000
5269,-287400
5270,-150700
5271,-168000
5272,-265400
5273,-299400
5274,-214500
5275,-232800
5276,-259800
5277,-116700
5278,-116500
5279,-35800
5280,-62300
5281,-11000
5282,-5500
5283,-64500
5284,10700
5285,-26400
5286,7300
5287,-34000
5288,-37700
5289,-344500
5290,-52400
5291,-99500
5292,-122300
5293,-258500
5294,-136100
5295,-103200
5296,-203700
5297,-203200
5298,-121700
5299,-153200
5300,-156400
5301,-68600
5302,-33200
5303,17000
5304,-25100
5305,49500
5306,57000
5307,-21700
5308,-3900
5309,68700
5310,65300
5311,69900
5312,-9300
5313,-315700
5314,-39400
5315,-77700
5316,-132400
5317,-273700
5318,-138800
5319,-141200
5320,-221200
5321,-235100
5322,-161500
5323,-173800
5324,-213900
5325,-69600
5326,-83400
5327,-44900
5328,-33100
5329,-16700
5330,-3900
5331,-53200
5332,31000
5333,35700
5334,25900
5335,37800
5336,26400
5337,-350700
5338,-99400
5339,-102700
5340,-125700
5341,-272100
5342,-147200
5343,-136400
5344,-219900
5345,-234400
5346,-124700
5347,-124400
5348,-184800
5349,-66500
5350,-80800
5351,3000
5352,-35900
5353,23100
5354,-25600
5355,-43800
5356,-20400
5357,-20500
5358,4100
5359,-32600
5360,-37600
5361,-344200
5362,-79900
5363,-37300
5364,-52300
5365,-226500
5366,-46100
5367,-22400
5368,-135400
5369,-141300
5370,-62200
5371,-26600
5372,-122400
5373,33000
5374,11800
5375,-14200
5376,-13200
5377,44200
5378,45400
5379,-21100
5380,-6600
5381,-6300
5382,-17100
5383,43800
5384,33200
5385,-313300
5386,-10000
5387,-64400
5388,-85600
5389,-223800
5390,-73300
5391,-70800
5392,-182500
5393,-204400
5394,-92900
5395,-129800
5396,-165100
5397,1000
5398,-59200
5399,25000
5400,-23900
5401,-17500
5402,45200
5403,40500
5404,-4600
5405,-2100
5406,-10200
5407,-3800
5408,-12900
5409,-316800
5410,-35300
5411,-99000
5412,-127500
5413,-261800
5414,-141400
5415,-113100
5416,-208500
5417,-219800
5418,-146100
5419,-127900
5420,-160100
5421,-72800
5422,-52500
5423,-55600
5424,2500
5425,-29500
5426,-22200
5427,20700
5428,54100
5429,67500
5430,66300
5431,73300
5432,63000
5433,-304500
5434,-59600
5435,-70100
5436,-43400
5437,-224800
5438,-64500
5439,-95100
5440,-173200
5441,-157600
5442,-110100
5443,-74800
5444,-151200
5445,-38200
5446,-1700
5447,-24000
5448,41300
5449,-10400
5450,57200
5451,-19300
5452,-4400
5453,-3200
5454,-12500
5455,-2600
5456,-3500
5457,-284500
5458,-32600
5459,-32700
5460,21400
5461,-165000
5462,-42900
5463,-29100
5464,-106000
5465,-124000
5466,-55100
5467,-74600
5468,-67000
5469,51400
5470,43200
5471,800
5472,76500
5473,7000
5474,79000
5475,9600
5476,89500
5477,15200
5478,15200
5479,14900
5480,8000
5481,-267800
5482,-42300
5483,-51400
5484,-37000
5485,-219700
5486,-107600
5487,-99400
5488,-178600
5489,-174200
5490,-111600
5491,-121500
5492,-115100
5493,-40900
5494,-55600
5495,-21500
5496,45100
5497,-8600
5498,63200
5499,-11300
5500,74200
5501,72800
5502,72400
5503,78300
5504,62200
5505,-295600
5506,-3700
5507,-31900
5508,-104300
5509,-248900
5510,-111400
5511,-95000
5512,-194300
5513,-212000
5514,-106600
5515,-110400
5516,-174800
5517,-59300
5518,-74700
5519,-37400
5520,25500
5521,-16900
5522,-11200
5523,-24800
5524,-7800
5525,-6900
5526,40400
5527,49300
5528,38500
5529,-338600
5530,-60400
5531,-112600
5532,-118400
5533,-289500
5534,-144200
5535,-152400
5536,-229600
5537,-251000
5538,-168300
5539,-164500
5540,-187600
5541,-48600
5542,-55100
5543,-57900
5544,-39900
5545,27500
5546,-22200
5547,21300
5548,-12700
5549,-9000
5550,41800
5551,48900
5552,-29700
5553,-359600
5554,-91500
5555,-141900
5556,-164600
5557,-318100
5558,-202100
5559,-193000
5560,-275900
5561,-304700
5562,-224900
5563,-236200
5564,-256200
5565,-111300
5566,-135200
5567,-59800
5568,-75800
5569,-19300
5570,-55500
5571,-27400
5572,8700
5573,11900
5574,-7300
5575,6000
5576,-13000
5577,-403400
5578,-158100
5579,-186100
5580,-203600
5581,-364200
5582,-240800
5583,-223300
5584,-297500
5585,-299500
5586,-182900
5587,-155900
5588,-216000
5589,-103100
5590,-121400
5591,-82800
5592,-77700
5593,-39100
5594,-62800
5595,-39200
5596,-13600
5597,-44600
5598,-16600
5599,-5800
5600,-20100
5601,-394800
5602,-104400
5603,-117800
5604,-152100
5605,-281400
5606,-107400
5607,-92300
5608,-217100
5609,-242200
5610,-108700
5611,-131600
5612,-200000
5613,-50700
5614,-62100
5615,-56800
5616,-49900
5617,8200
5618,14200
5619,-12300
5620,16200
5621,-25600
5622,-3700
5623,-32500
5624,-33500
5625,-352400
5626,-78200
5627,-80500
5628,-61500
5629,-232500
5630,-80000
5631,-55300
5632,-157200
5633,-133500
5634,-89000
5635,-55800
5636,-139900
5637,12600
5638,-53800
5639,-23400
5640,29100
5641,37100
5642,-11500
5643,23600
5644,42900
5645,-6900
5646,41000
5647,49200
5648,46600
5649,-299900
5650,4400
5651,-50500
5652,-66800
5653,-199400
5654,-35700
5655,-28400
5656,-151600
5657,-127300
5658,-44800
5659,-51800
5660,-139800
5661,-27500
5662,21300
5663,57500
5664,-4900
5665,76200
5666,4600
5667,81500
5668,87900
5669,92700
5670,14400
5671,16100
5672,9600
5673,-264500
5674,-43700
5675,-10400
5676,-86400
5677,-231500
5678,-84700
5679,-82100
5680,-190200
5681,-207200
5682,-91000
5683,-96000
5684,-123700
5685,-44200
5686,-500
5687,39500
5688,52300
5689,63400
5690,73700
5691,-3700
5692,88400
5693,8600
5694,5700
5695,10900
5696,4800
5697,-276600
5698,-47500
5699,-5600
5700,-24200
5701,-208200
5702,-86500
5703,-33800
5704,-159400
5705,-177800
5706,-55000
5707,-72400
5708,-148900
5709,7100
5710,-60100
5711,20900
5712,-21800
5713,38500
5714,37700
5715,19900
5716,-9900
5717,48600
5718,28700
5719,34400
5720,24000
5721,-339200
5722,-73100
5723,-35500
5724,-55400
5725,-239100
5726,-119500
5727,-107100
5728,-193300
5729,-230000
5730,-118500
5731,-159200
5732,-193900
5733,-68100
5734,-80400
5735,7100
5736,23300
5737,-15100
5738,-13000
5739,-36200
5740,-13200
5741,38900
5742,-33700
5743,18300
5744,7100
5745,-363600
5746,-53600
5747,-56400
5748,-109700
5749,-246000
5750,-108400
5751,-62000
5752,-171400
5753,-182800
5754,-96900
5755,-135200
5756,-171100
5757,-54200
5758,-75100
5759,7700
5760,-28000
5761,-22200
5762,27300
5763,3400
5764,-16700
5765,-15100
5766,12600
5767,-21600
5768,-27300
5769,-343000
5770,-68300
5771,-20200
5772,-74400
5773,-207400
5774,-36500
5775,-65100
5776,-138200
5777,-117800
5778,-78300
5779,-49800
5780,-85200
5781,21800
5782,-44800
5783,39300
5784,-9700
5785,48600
5786,48000
5787,-12800
5788,58600
5789,2500
5790,3400
5791,5800
5792,1500
5793,-287900
5794,6700
5795,-53300
5796,-77400
5797,-220300
5798,-106000
5799,-98300
5800,-179900
5801,-178300
5802,-93700
5803,-125400
5804,-107100
5805,-35600
5806,-47300
5807,-14000
5808,63600
5809,71400
5810,77000
5811,-1100
5812,86700
5813,8100
5814,83400
5815,91400
5816,7200
5817,-271400
5818,7900
5819,-66800
5820,-66300
5821,-238600
5822,-101200
5823,-94900
5824,-188400
5825,-193100
5826,-129000
5827,-106100
5828,-134300
5829,-15000
5830,-71500
5831,6900
5832,-35000
5833,11900
5834,-37100
5835,-30500
5836,-3500
5837,-34800
5838,-13800
5839,-30300
5840,32400
5841,-315700
5842,-11500
5843,-21400
5844,-33500
5845,-211900
5846,-88800
5847,-33000
5848,-153100
5849,-169400
5850,-33800
5851,-92800
5852,-132600
5853,30900
5854,-43900
5855,44300
5856,-11100
5857,-7000
5858,57100
5859,-14900
5860,-1800
5861,-1100
5862,-7500
5863,900
5864,-2300
5865,-289900
5866,12400
5867,6300
5868,-10100
5869,-192500
5870,-32300
5871,-27200
5872,-150500
5873,-133300
5874,-50200
5875,-100100
5876,-91700
5877,27500
5878,-41000
5879,-8300
5880,-200
5881,77000
5882,71900
5883,-5200
5884,600
5885,-500
5886,-4500
5887,3300
5888,-2400
5889,-304800
5890,-70000
5891,-54400
5892,-85300
5893,-249000
5894,-113300
5895,-76200
5896,-183100
5897,-219800
5898,-134900
5899,-134400
5900,-131500
5901,-48900
5902,-65300
5903,11000
5904,16100
5905,-20400
5906,-16000
5907,-31200
5908,43300
5909,-7900
5910,38000
5911,49500
5912,49900
5913,-304200
5914,-57200
5915,-65800
5916,-53200
5917,-227800
5918,-96500
5919,-43800
5920,-153900
5921,-132300
5922,-88000
5923,-57500
5924,-84400
5925,33300
5926,-39900
5927,-13200
5928,50600
5929,-4800
5930,61400
5931,64900
5932,8000
5933,12800
5934,15700
5935,19000
5936,13300
5937,-261700
5938,-41000
5939,-50400
5940,-68400
5941,-208900
5942,-98000
5943,-92100
5944,-170600
5945,-186700
5946,-60600
5947,-110900
5948,-145600
5949,-30900
5950,19600
5951,55600
5952,-6900
5953,71600
5954,68700
5955,57600
5956,66200
5957,64100
5958,-9400
5959,-5600
5960,-5900
5961,-287300
5962,9900
5963,-42200
5964,0
5965,-181200
5966,-57800
5967,-4800
5968,-122500
5969,-142400
5970,-27200
5971,-84400
5972,-83100
5973,20800
5974,-45800
5975,-18900
5976,28400
5977,-15100
5978,30100
5979,7600
5980,28100
5981,-13200
5982,11300
5983,-21900
5984,-22000
5985,-329600
5986,-63000
5987,-33300
5988,-57200
5989,-226500
5990,-76100
5991,-53700
5992,-153800
5993,-181200
5994,-70300
5995,-107700
5996,-104500
5997,21900
5998,-40300
5999,-12900
6000,-10500
6001,-5000
6002,64100
6003,-6200
6004,2700
6005,62400
6006,52700
6007,57800
6008,49500
6009,-299000
6010,-48400
6011,-1200
6012,-78600
6013,-222100
6014,-107000
6015,-101500
6016,-179300
6017,-166800
6018,-115400
6019,-120700
6020,-148200
6021,-27400
6022,-35100
6023,64300
6024,-4900
6025,82300
6026,7700
6027,86800
6028,12500
6029,14000
6030,12400
6031,16500
6032,10900
6033,-266200
6034,6000
6035,-64900
6036,-95400
6037,-252600
6038,-129700
6039,-138300
6040,-239200
6041,-261400
6042,-178300
6043,-181700
6044,-183900
6045,-80200
6046,-62100
6047,-62100
6048,-59800
6049,-50100
6050,-38300
6051,-47900
6052,36700
6053,45600
6054,-29700
6055,36400
6056,27500
6057,-352600
6058,-107800
6059,-129500
6060,-155100
6061,-294700
6062,-166100
6063,-129100
6064,-229500
6065,-223500
6066,-157500
6067,-156600
6068,-184300
6069,-25700
6070,-35800
6071,11700
6072,-29000
6073,40900
6074,-16800
6075,38200
6076,-7200
6077,65900
6078,-13000
6079,-7300
6080,-11600
6081,-299900
6082,-50600
6083,-63300
6084,-108800
6085,-264300
6086,-132300
6087,-139100
6088,-210800
6089,-227700
6090,-141200
6091,-145600
6092,-175600
6093,-60500
6094,-72700
6095,26600
6096,-20900
6097,-15800
6098,49300
6099,-20600
6100,61200
6101,69000
6102,-6200
6103,1300
6104,-6000
6105,-312600
6106,-80000
6107,-107900
6108,-143000
6109,-292300
6110,-178600
6111,-173400
6112,-255600
6113,-272500
6114,-185700
6115,-181900
6116,-208000
6117,-80700
6118,-52400
6119,-56000
6120,-4500
6121,-44300
6122,-38400
6123,-50000
6124,31400
6125,-18800
6126,36100
6127,48300
6128,43200
6129,-320600
6130,-75100
6131,-62600
6132,-90000
6133,-245300
6134,-117800
6135,-111800
6136,-197100
6137,-223400
6138,-141100
6139,-143900
6140,-134100
6141,-2700
6142,-63200
6143,22600
6144,-21300
6145,48300
6146,-9600
6147,45300
6148,-2800
6149,73200
6150,67700
6151,69300
6152,64200
6153,-296100
6154,-7300
6155,-34900
6156,-107400
6157,-244900
6158,-122800
6159,-113100
6160,-189500
6161,-184100
6162,-94600
6163,-128700
6164,-156000
6165,-35700
6166,-52200
6167,46200
6168,-6000
6169,84000
6170,5100
6171,-200
6172,10900
6173,12600
6174,9900
6175,14000
6176,10800
6177,-258400
6178,34400
6179,34200
6180,28000
6181,-160000
6182,-44000
6183,-36400
6184,-111400
6185,-117800
6186,-46200
6187,-56900
6188,-35700
6189,68400
6190,-7500
6191,81800
6192,10600
6193,97100
6194,17800
6195,19600
6196,107500
6197,100700
6198,16700
6199,16800
6200,12200
6201,-239500
6202,39100
6203,37100
6204,38700
6205,-140400
6206,14100
6207,-38900
6208,-112800
6209,-114200
6210,-46600
6211,-53000
6212,-37300
6213,-1100
6214,57800
6215,67900
6216,3300
6217,75400
6218,9100
6219,10900
6220,90100
6221,15200
6222,16700
6223,19800
6224,15700
6225,-235900
6226,39400
6227,28700
6228,21400
6229,-150100
6230,-45800
6231,-43200
6232,-114900
6233,-117900
6234,-50300
6235,-12300
6236,-56100
6237,-7400
6238,41000
6239,-2900
6240,-1200
6241,67300
6242,4600
6243,71700
6244,8800
6245,9700
6246,83600
6247,82600
6248,4500
6249,-266400
6250,6600
6251,-50500
6252,-73100
6253,-222100
6254,-117900
6255,-106200
6256,-202200
6257,-221200
6258,-122600
6259,-135400
6260,-164900
6261,-51600
6262,-65500
6263,-29800
6264,42500
6265,-11000
6266,-10000
6267,-20900
6268,-2400
6269,72100
6270,-5100
6271,2400
6272,70400
6273,-288900
6274,1300
6275,-12200
6276,-26300
6277,-208300
6278,-35400
6279,-65300
6280,-139100
6281,-156200
6282,-76800
6283,-28100
6284,-120900
6285,-13600
6286,52200
6287,78600
6288,83300
6289,91400
6290,13100
6291,12100
6292,105400
6293,21200
6294,22900
6295,25000
6296,22700
6297,-217000
6298,-25400
6299,28500
6300,11700
6301,-184300
6302,-24200
6303,-23900
6304,-141800
6305,-102700
6306,-73200
6307,-80000
6308,-57500
6309,-19300
6310,41700
6311,-7900
6312,74200
6313,3400
6314,5200
6315,2600
6316,100600
6317,104600
6318,107100
6319,113400
6320,22400
6321,-213700
6322,-23700
6323,-34200
6324,-40300
6325,-162300
6326,8100
6327,-50800
6328,-126500
6329,-79900
6330,-61000
6331,-3800
6332,-107700
6333,800
6334,-3300
6335,11900
6336,17100
6337,123200
6338,130200
6339,26600
6340,28600
6341,137100
6342,35900
6343,40700
6344,35700
6345,-179900
6346,57900
6347,-32800
6348,-38300
6349,-147100
6350,7500
6351,5600
6352,-128300
6353,-61000
6354,-55800
6355,-55000
6356,-37800
6357,76400
6358,-2100
6359,16700
6360,20300
6361,125200
6362,27700
6363,26300
6364,32400
6365,36700
6366,36400
6367,146500
6368,139000
6369,-183400
6370,63300
6371,28500
6372,-49400
6373,-155500
6374,-13300
6375,-57800
6376,-124800
6377,-55000
6378,-49500
6379,4800
6380,-109700
6381,-11400
6382,38300
6383,50300
6384,-4700
6385,-200
6386,62700
6387,-5300
6388,4200
6389,68400
6390,65500
6391,70800
6392,69100
6393,-253600
6394,-37400
6395,5100
6396,-5900
6397,-169800
6398,-66000
6399,-68400
6400,-150900
6401,-134800
6402,-49200
6403,-48300
6404,-79500
6405,32500
6406,33700
6407,-9600
6408,-5400
6409,68000
6410,1600
6411,-5900
6412,3400
6413,69700
6414,-1500
6415,-100
6416,49600
6417,-281500
6418,9800
6419,11500
6420,13500
6421,-158100
6422,-39100
6423,20000
6424,-105500
6425,-102800
6426,-36100
6427,7000
6428,-48000
6429,-7500
6430,-19900
6431,-5600
6432,50000
6433,-2700
6434,50500
6435,-7800
6436,-2700
6437,-2900
6438,46900
6439,50800
6440,47100
6441,-288000
6442,-41800
6443,-41300
6444,5500
6445,-166500
6446,-44600
6447,-33600
6448,-113500
6449,-95900
6450,-21600
6451,-66900
6452,-107200
6453,44700
6454,-19100
6455,-3800
6456,54900
6457,700
6458,2300
6459,61100
6460,63000
6461,6600
6462,9400
6463,82600
6464,86500
6465,-237000
6466,-18100
6467,-20000
6468,-15200
6469,-128900
6470,44900
6471,-12500
6472,-82600
6473,-1800
6474,-13100
6475,-19500
6476,-1800
6477,90600
6478,12900
6479,100500
6480,21000
6481,25600
6482,28400
6483,29000
6484,35200
6485,133300
6486,38100
6487,146400
6488,42700
6489,-186100
6490,80300
6491,69300
6492,64300
6493,-119400
6494,34900
6495,28300
6496,-105900
6497,-25100
6498,-33300
6499,37100
6500,-91800
6501,5100
6502,73100
6503,8800
6504,11300
6505,97500
6506,100000
6507,100900
6508,106200
6509,25100
6510,109200
6511,115100
6512,114800
6513,-191800
6514,70200
6515,65500
6516,-16700
6517,-119400
6518,-29300
6519,39500
6520,-109500
6521,-15000
6522,-37600
6523,43700
6524,-88900
6525,100400
6526,6700
6527,107600
6528,112400
6529,117300
6530,107400
6531,94700
6532,97900
6533,98000
6534,95600
6535,20200
6536,96200
6537,-214100
6538,59400
6539,61000
6540,61900
6541,-100600
6542,65500
6543,-4800
6544,-67100
6545,-42200
6546,74100
6547,66900
6548,-1100
6549,17100
6550,93500
6551,104900
6552,25600
6553,29100
6554,29100
6555,23500
6556,113100
6557,34900
6558,120000
6559,128500
6560,126600
6561,-204300
6562,-18100
6563,-27600
6564,28400
6565,-131300
6566,-44000
6567,-53600
6568,-130100
6569,-63800
6570,-57100
6571,-1100
6572,-46800
6573,-4200
6574,-9500
6575,4000
6576,4700
6577,78200
6578,76600
6579,71600
6580,8400
6581,9300
6582,79500
6583,89100
6584,92100
6585,-240600
6586,-50200
6587,-21600
6588,-70900
6589,-187500
6590,-30000
6591,-4000
6592,-123300
6593,-51100
6594,3800
6595,-55200
6596,-47300
6597,59400
6598,64300
6599,6000
6600,10200
6601,98700
6602,16100
6603,100800
6604,106200
6605,22000
6606,22600
6607,27100
6608,119900
6609,-186500
6610,84800
6611,-5800
6612,-6400
6613,-106300
6614,66700
6615,-9800
6616,-73700
6617,-50700
6618,74400
6619,-8900
6620,23200
6621,127800
6622,27800
6623,145500
6624,153300
6625,52700
6626,54600
6627,160800
6628,62100
6629,178200
6630,174900
6631,183800
6632,71900
6633,-162500
6634,116800
6635,97400
6636,1400
6637,-96200
6638,-14300
6639,-16300
6640,-89900
6641,-56700
6642,61000
6643,-15700
6644,-73300
6645,28900
6646,24800
6647,143800
6648,47600
6649,53800
6650,57500
6651,47200
6652,178200
6653,180100
6654,166200
6655,68900
